Country Name,Latitude (average),Longitude (average),Series Name,Series Code,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Nigeria,10.0,8.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,NGA,16,23,76,100,592,1939,4754,3059,3999,4441,5742,6084,24572,24428,23892,22128,13253,13904,14169,15609,15642,17141,18021,31176,90947,167989,229261,..
Northern Mariana Islands,15.2,145.75,Refugee population by country or territory of origin,SM.POP.REFG.OR,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,62.0,10.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,NOR,..,..,..,..,2,1,1,3,4,4,4,3,5,6,5,15,4,3,4,4,7,7,9,13,13,12,..,..
Oman,21.0,57.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,OMN,..,..,..,..,3,10,10,10,11,11,5,5,19,11,18,12,39,43,56,64,63,60,65,26,29,37,20,..
Pakistan,30.0,70.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,PAK,486,525,1086,1422,4430,5277,7502,5985,6864,8015,10133,12324,23163,24389,25949,29913,25639,31858,32403,35132,39982,35952,49785,48686,335961,297899,105376,..
Palau,7.5,134.5,Refugee population by country or territory of origin,SM.POP.REFG.OR,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,..,..,..,..,1,1,2,..,..
Panama,9.0,-80.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,PAN,629,640,652,677,486,160,149,122,85,72,67,37,44,30,40,42,75,109,111,105,100,100,107,105,89,69,33,..
Papua New Guinea,-6.0,147.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,PNG,..,..,..,..,..,2000,2008,808,220,9,8,8,16,18,18,23,31,36,46,70,89,128,174,221,288,339,391,..
Paraguay,-23.0,-58.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,PRY,19,8,9,14,63,51,44,20,21,18,19,8,31,32,37,44,105,102,101,77,86,91,101,95,94,91,63,..
Peru,-10.0,-76.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,PER,256,475,727,1970,4332,5904,6696,6610,7066,7206,6944,6502,6430,5581,4769,4865,6985,7743,7339,6271,5834,5491,5212,4768,4343,3599,2589,..
Philippines,13.0,122.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,PHL,10,15,46,113,436,516,598,525,45598,45520,45482,45467,45608,412,434,465,886,1552,1354,993,970,952,986,724,670,593,421,..
Poland,52.0,20.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,POL,25632,21643,14518,13390,35938,19732,12869,7294,1880,1245,865,3191,16712,15211,10677,19641,13513,2915,2391,2059,1764,1815,1640,1429,1310,1297,1144,..
Portugal,39.5,-8.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,PRT,..,..,..,..,25,25,217,213,18,15,23,17,62,55,47,74,25,32,36,31,30,28,32,32,31,28,5,..
Puerto Rico,18.25,-66.5,Refugee population by country or territory of origin,SM.POP.REFG.OR,PRI,..,..,..,..,12,12,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,25.5,51.25,Refugee population by country or territory of origin,SM.POP.REFG.OR,QAT,..,..,..,..,49,30,18,19,23,8,1,..,8,13,10,11,52,62,71,68,112,95,124,17,21,20,20,..
Romania,46.0,25.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,ROU,51282,27177,25118,23572,22278,16978,11871,8951,10921,8558,7348,6052,8847,8387,5916,11502,7234,5306,4756,4358,3934,3428,2807,2330,1918,1735,1190,..
Russian Federation,60.0,100.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,RUS,117736,155576,213802,243312,251393,207034,173723,198063,172730,28314,40310,45156,91626,96420,107975,103037,159381,93224,103061,109455,111948,109785,110588,74316,70562,67020,62737,..
Rwanda,-2.0,30.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,RWA,361322,431240,434736,450462,2257573,1819366,469136,68003,77743,88944,119056,84513,75257,75263,63812,100264,92966,80964,72530,129109,115524,106833,97373,83955,79408,286366,286033,..
Samoa,-13.5833,-172.3333,Refugee population by country or territory of origin,SM.POP.REFG.OR,WSM,..,..,..,..,1,..,..,1,1,1,1,1,..,..,..,..,3,2,4,..,1,1,1,1,1,1,..,..
San Marino,43.7667,12.4167,Refugee population by country or territory of origin,SM.POP.REFG.OR,SMR,..,..,..,..,..,..,..,2,4,4,4,..,3,1,1,1,2,2,1,1,2,1,1,1,1,1,..,..
Sao Tome and Principe,1.0,7.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,STP,1,1,1,1,30,36,49,43,42,30,25,23,39,42,39,24,32,33,35,33,33,33,32,31,22,22,26,..
Saudi Arabia,25.0,45.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SAU,..,..,..,7,183,260,242,358,362,233,77,35,109,236,214,151,617,753,712,633,667,745,818,584,630,701,897,..
Senegal,14.0,-14.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SEN,60006,25138,15466,22601,25622,17592,17631,17163,9716,11606,11088,8559,12069,8351,8332,8671,15163,15896,16006,16305,16267,17722,18724,19822,23118,21280,23019,..
Serbia,44.0,21.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SRB,1745,45823,90081,58253,54976,86120,103967,106654,115292,172509,146748,144231,327587,296632,236999,189989,174027,165643,185935,195626,183289,161671,158908,48725,45733,38628,36898,..
Seychelles,-4.5833,55.6667,Refugee population by country or territory of origin,SM.POP.REFG.OR,SYC,60,69,54,28,553,339,138,33,39,29,23,13,44,38,44,40,61,55,53,49,49,42,29,26,25,20,5,..
Sierra Leone,8.5,-11.5,Refugee population by country or territory of origin,SM.POP.REFG.OR,SLE,9,142614,253592,311183,275302,379495,375104,329327,406077,490061,402807,179113,141475,70580,41802,40477,42863,32127,32536,15417,11275,8002,6202,5311,4993,4904,4628,..
Singapore,1.3667,103.8,Refugee population by country or territory of origin,SM.POP.REFG.OR,SGP,..,..,1,1,9,9,19,22,23,25,22,16,39,35,36,39,111,116,109,80,76,67,68,65,59,55,33,..
Slovenia,46.0,15.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SVN,..,..,..,28429,14829,12860,3368,3414,3302,3295,3284,765,858,610,582,155,1760,52,52,39,38,32,34,28,26,23,15,..
Solomon Islands,-8.0,159.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SLB,..,..,..,..,..,34,34,34,34,34,34,42,54,60,61,27,38,48,52,66,75,72,61,61,70,71,66,..
Somalia,10.0,49.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SOM,470174,732594,812195,574617,631426,638698,636985,608094,557959,524613,475655,440134,432316,402336,389314,395553,464038,457356,561155,678309,770154,1077048,1136719,1121770,1106434,1123156,1012277,..
South Africa,-29.0,24.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,ZAF,14783,11206,9241,9094,1514,488,290,244,188,193,168,123,275,288,272,268,510,474,453,384,380,429,420,423,424,450,427,..
Spain,40.0,-4.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,ESP,..,..,..,..,42,36,218,215,60,53,80,48,58,53,49,49,2444,41,27,34,42,43,52,56,60,59,29,..
Sri Lanka,7.0,81.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,LKA,208271,209349,128115,91845,114456,107589,109578,122287,114976,116709,124160,122420,133239,122010,114050,108139,116966,134952,137752,145721,141074,136617,132731,123084,122010,121443,117447,..
Sudan,15.0,30.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SDN,523998,196242,267767,393871,405135,445280,475305,364589,390013,485460,494363,489950,508877,606242,730650,693632,686311,523032,419248,368195,387288,500014,568943,648942,665967,627087,650588,..
Suriname,4.0,-56.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SUR,6620,5921,2545,893,915,817,754,663,491,411,334,237,103,70,51,29,66,63,50,45,25,20,15,17,17,19,16,..
Swaziland,-26.5,31.5,Refugee population by country or territory of origin,SM.POP.REFG.OR,SWZ,..,..,..,1,13,15,17,20,30,28,16,15,19,5,14,13,22,25,32,32,36,43,65,109,161,220,219,..
Sweden,62.0,15.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SWE,..,..,..,..,11,25,38,40,41,31,18,5,28,32,29,75,16,16,15,19,25,24,20,16,18,16,8,..
Switzerland,47.0,8.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,CHE,..,..,..,..,8,27,33,55,77,91,70,61,56,35,12,16,36,31,32,18,19,20,17,15,19,17,..,..
Syrian Arab Republic,35.0,38.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,SYR,2148,3037,4408,5404,7087,7994,8609,8653,8126,6695,5871,4869,18913,20819,21439,16401,12337,13690,15211,17914,18452,19931,729022,2468332,3887491,4873243,5524333,..
Tajikistan,39.0,71.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,TJK,..,..,60008,70108,57144,58956,107503,75878,56349,45167,59940,56108,63267,58936,56780,54753,645,894,544,562,577,612,674,662,725,794,910,..
Thailand,15.0,100.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,THA,20,30,35,36,137,211,284,272,295,318,217,94,344,296,319,424,3325,2325,1815,502,356,368,381,222,233,222,143,..
Timor-Leste,-8.55,125.5167,Refugee population by country or territory of origin,SM.POP.REFG.OR,TLS,..,..,..,..,..,..,..,..,..,162472,122202,73042,28097,127,221,251,251,6,7,7,8,8,9,10,13,20,14,..
Togo,8.0,1.1667,Refugee population by country or territory of origin,SM.POP.REFG.OR,TGO,6,18,106,291060,167871,93155,25593,7187,3506,3692,4016,4354,10448,10614,10819,51107,27332,22502,16750,18378,18330,17871,15693,10319,9276,8785,8286,..
Tonga,-20.0,-175.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,TON,..,..,..,..,..,..,3,3,2,2,3,1,8,12,5,4,6,5,7,5,6,10,13,18,22,24,25,..
Trinidad and Tobago,11.0,-61.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,TTO,1,1,1,1,13,14,16,21,26,25,24,16,35,38,41,63,153,211,231,240,255,297,333,336,371,369,295,..
Tunisia,34.0,9.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,TUN,42,63,86,104,212,333,406,698,932,1240,1207,1368,2543,2563,2518,3129,2845,2507,2349,2260,2174,1952,1935,1363,1485,1567,1667,..
Turkey,39.0,35.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,TUR,5508,6452,10089,16768,28873,44866,50354,47341,45019,44012,47155,47090,193704,185098,174574,170567,227232,221939,214378,146387,146794,139779,135372,66575,63892,59558,57885,..
Turkmenistan,40.0,60.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,TKM,..,..,..,..,7,47,2937,3181,1562,1051,300,310,801,840,812,820,692,678,736,743,738,726,723,519,484,455,346,..
Turks and Caicos Islands,21.75,-71.5833,Refugee population by country or territory of origin,SM.POP.REFG.OR,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,14,14,15,15,14,14,..
Tuvalu,-8.0,178.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,TUV,..,..,..,..,..,3,3,3,3,3,3,3,3,3,3,..,3,2,2,..,..,1,1,2,2,2,..,..
Uganda,1.0,32.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,UGA,58820,39386,32456,33415,31450,24166,28339,55241,13301,13937,32414,40141,40425,35247,31963,34225,21752,21341,7548,7554,6441,5680,5608,8176,7191,6316,6189,..
Ukraine,49.0,32.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,UKR,..,..,38,134,915,1701,6107,6348,4596,12236,19312,26716,85265,94148,89579,84228,63723,25985,28424,24522,25111,25379,25256,5163,237625,321418,239048,..
United Arab Emirates,24.0,54.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,ARE,..,..,..,..,..,..,..,4,7,7,15,18,31,20,71,30,265,308,256,414,424,486,584,90,90,99,103,..
United Kingdom,54.0,-2.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,GBR,1,1,1,2,108,77,73,79,92,106,113,109,164,149,144,135,174,201,185,156,153,150,153,142,141,131,78,..
United States,38.0,-97.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,USA,1,8,10,12,366,245,143,75,51,41,176,219,383,395,451,683,1356,2174,2137,2368,3026,3778,4456,4760,4987,4832,277,..
Uruguay,-33.0,-56.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,URY,842,601,429,162,362,262,201,89,74,39,51,46,61,57,81,111,163,197,199,188,186,184,171,147,124,91,13,..
Uzbekistan,41.0,64.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,UZB,..,..,..,2,29060,143,69747,69069,51729,45533,3628,3458,6881,7391,7288,8323,9102,5663,6308,6669,8840,12664,11593,4952,4795,4206,3809,..
Vanuatu,-16.0,167.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,..,..
Zambia,-15.0,30.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,ZMB,1,1,1990,1574,16,20,40,63,77,87,98,62,92,100,124,151,203,196,195,206,228,240,243,232,316,344,246,..
Zimbabwe,-20.0,30.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,ZWE,4,128,9,17,42,36,34,38,42,43,109,257,4030,7162,9568,11251,12782,14374,16841,22449,24089,25048,22101,19734,22492,21344,18116,..
Afghanistan,33.0,65.0,Refugee population by country or territory of origin,SM.POP.REFG.OR,AFG,6339095,6306301,4552153,3374576,2731169,2679133,2674236,2676674,2667115,2601691,3587336,3809767,2510294,2136043,2414401,2166149,2107519,3057661,2833128,2887123,3054709,2664436,2586152,2556502,2596270,2666305,2501410,..
