Country Name,Latitude (average),Longitude (average),Series Name,Series Code,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Nicaragua,13.0,-85.0,Refugee population by country or territory of asylum,SM.POP.REFG,NIC,16000,14933,14450,5643,314,577,557,465,474,471,332,325,325,300,292,227,199,184,147,120,64,86,129,189,280,330,325,..
Niger,16.0,8.0,Refugee population by country or territory of asylum,SM.POP.REFG,NER,792,1385,3699,16692,15070,27622,25845,7376,3691,350,58,83,296,328,344,301,317,319,320,325,314,302,50510,57661,77830,124721,166084,..
Nigeria,10.0,8.0,Refugee population by country or territory of asylum,SM.POP.REFG,NGA,3571,3573,4782,4829,6026,8118,8486,9071,6780,6941,7270,7200,7355,9171,8395,9019,8768,8460,10124,9127,8747,8806,3154,1694,1239,1395,1347,..
Northern Mariana Islands,15.2,145.75,Refugee population by country or territory of asylum,SM.POP.REFG,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,62.0,10.0,Refugee population by country or territory of asylum,SM.POP.REFG,NOR,19581,29054,29846,38375,44617,47607,48409,47381,45334,43440,47693,50128,50432,46109,44046,43034,43336,34522,36101,37826,40260,40691,42822,46106,47043,50389,59452,..
Oman,21.0,57.0,Refugee population by country or territory of asylum,SM.POP.REFG,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,7,7,7,7,26,78,83,138,138,151,245,316,..
Pakistan,30.0,70.0,Refugee population by country or territory of asylum,SM.POP.REFG,PAK,3255975,3099891,1629218,1479266,1055435,1202493,1202703,1202734,1202462,1202015,2001466,2198797,1227433,1124298,1290984,1084694,1044462,2035023,1780935,1740711,1900621,1702700,1638456,1616507,1505525,1561162,1352551,..
Palau,7.5,134.5,Refugee population by country or territory of asylum,SM.POP.REFG,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,1,1,1,1,..,..,..
Panama,9.0,-80.0,Refugee population by country or territory of asylum,SM.POP.REFG,PAN,1350,914,1007,964,972,867,867,622,1188,1321,1313,1470,1573,1445,1608,1730,1848,16890,16913,16923,17073,17262,17429,17665,17271,17322,17292,..
Papua New Guinea,-6.0,147.0,Refugee population by country or territory of asylum,SM.POP.REFG,PNG,7099,6098,6686,7670,8461,9601,10176,8198,8198,6666,5863,4941,4941,7491,7627,9999,10183,10003,10006,9703,9698,9377,9383,9378,9510,9510,9529,..
Paraguay,-23.0,-58.0,Refugee population by country or territory of asylum,SM.POP.REFG,PRY,66,66,45,52,60,60,53,47,30,19,21,21,21,28,41,50,59,62,75,89,107,124,133,136,153,172,194,..
Peru,-10.0,-76.0,Refugee population by country or territory of asylum,SM.POP.REFG,PER,724,683,640,738,659,610,663,750,433,702,687,683,688,718,766,848,911,995,1075,1108,1146,1144,1122,1162,1303,1488,1590,..
Philippines,13.0,122.0,Refugee population by country or territory of asylum,SM.POP.REFG,PHL,19860,8972,6722,2477,669,783,691,311,307,170,176,136,114,108,107,96,100,106,104,95,243,125,141,182,222,269,382,..
Poland,52.0,20.0,Refugee population by country or territory of asylum,SM.POP.REFG,POL,..,550,2719,810,393,600,600,835,898,942,1020,1311,1591,1836,2507,4604,6790,10053,12774,15320,15555,15847,15911,16438,15741,14065,11703,..
Portugal,39.5,-8.0,Refugee population by country or territory of asylum,SM.POP.REFG,PRT,867,998,1778,600,248,248,308,319,339,379,433,449,462,418,377,363,333,353,403,389,384,408,483,598,699,853,1129,..
Puerto Rico,18.25,-66.5,Refugee population by country or territory of asylum,SM.POP.REFG,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,25.5,51.25,Refugee population by country or territory of asylum,SM.POP.REFG,QAT,..,..,..,..,..,..,..,..,..,6,31,67,46,46,46,46,46,46,13,29,51,80,80,130,133,120,176,..
Romania,46.0,25.0,Refugee population by country or territory of asylum,SM.POP.REFG,ROU,..,651,520,1170,1170,194,269,640,989,1242,1685,1805,1857,2011,1627,2056,1658,1757,1596,1069,1021,1005,1262,1770,2182,2598,2855,..
Russian Federation,60.0,100.0,Refugee population by country or territory of asylum,SM.POP.REFG,RUS,..,..,..,..,..,..,246691,237720,128574,80060,26265,17970,14969,9899,1852,1523,1425,1655,3479,4880,4922,3914,3178,3458,235750,314507,228936,..
Rwanda,-2.0,30.0,Refugee population by country or territory of asylum,SM.POP.REFG,RWA,23601,34004,25162,277000,6000,7792,25257,34227,33403,34365,28398,34786,30863,36608,50221,45206,49192,53577,55062,54016,55398,55325,58212,73349,73820,144737,156055,..
Samoa,-13.5833,-172.3333,Refugee population by country or territory of asylum,SM.POP.REFG,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,43.7667,12.4167,Refugee population by country or territory of asylum,SM.POP.REFG,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,1.0,7.0,Refugee population by country or territory of asylum,SM.POP.REFG,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,25.0,45.0,Refugee population by country or territory of asylum,SM.POP.REFG,SAU,..,33261,28660,24025,17965,13169,9852,5833,5531,5562,5309,245268,245290,240835,240552,240701,240772,240742,240572,575,582,599,577,559,561,125,136,..
Senegal,14.0,-14.0,Refugee population by country or territory of asylum,SM.POP.REFG,SEN,58113,71908,71620,73002,72994,66769,65044,57229,60823,21539,20766,20707,20711,20726,20804,20712,20591,20421,33193,22151,20672,20644,14237,14247,14274,14392,14575,..
Serbia,44.0,21.0,Refugee population by country or territory of asylum,SM.POP.REFG,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98997,97995,96739,86351,73608,70707,66370,57083,43751,35332,36508,..
Seychelles,-4.5833,55.6667,Refugee population by country or territory of asylum,SM.POP.REFG,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,8.5,-11.5,Refugee population by country or territory of asylum,SM.POP.REFG,SLE,125830,28036,5866,16279,15874,4675,13532,13011,9866,6570,6546,10501,63494,61194,65437,59965,27365,8795,7826,9051,8363,8092,4204,2817,1372,760,683,..
Singapore,1.3667,103.8,Refugee population by country or territory of asylum,SM.POP.REFG,SGP,146,166,115,11,12,112,10,5,5,1,..,2,2,1,1,3,1,10,10,7,7,3,3,3,3,..,..,..
Slovenia,46.0,15.0,Refugee population by country or territory of asylum,SM.POP.REFG,SVN,..,..,74100,45000,29156,22314,10014,5135,3465,4382,2816,2411,390,2069,304,251,254,263,268,289,314,142,176,213,257,292,439,..
Solomon Islands,-8.0,159.0,Refugee population by country or territory of asylum,SM.POP.REFG,SLB,..,..,..,..,..,2000,2000,800,210,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,..
Somalia,10.0,49.0,Refugee population by country or territory of asylum,SM.POP.REFG,SOM,460000,..,480,399,388,626,700,622,337,130,558,589,199,368,357,493,669,901,1842,1815,1937,2099,2309,2425,2729,8081,11559,..
South Africa,-29.0,24.0,Refugee population by country or territory of asylum,SM.POP.REFG,ZAF,..,..,..,250000,91894,101408,22645,6819,8388,14538,15063,18605,23344,26558,27683,29714,35086,36736,43546,47974,57899,57899,65233,65987,112192,121645,90958,..
Spain,40.0,-4.0,Refugee population by country or territory of asylum,SM.POP.REFG,ESP,8303,4003,4036,4997,5361,5852,5688,5532,5939,6714,6987,6806,6780,5900,5686,5374,5275,5147,4661,3970,3820,4228,4510,4637,5798,6457,12943,..
Sri Lanka,7.0,81.0,Refugee population by country or territory of asylum,SM.POP.REFG,LKA,..,15,21,19,13,16,14,26,29,21,16,17,28,30,63,106,162,182,269,251,223,188,110,145,511,784,597,..
Sudan,15.0,30.0,Refugee population by country or territory of asylum,SM.POP.REFG,SDN,1031050,729200,725900,745200,727174,674071,393874,374415,391496,390995,414928,349209,328176,138163,141588,147256,196200,222722,181605,186292,178308,139415,152194,159857,277833,309639,421454,..
Suriname,4.0,-56.0,Refugee population by country or territory of asylum,SM.POP.REFG,SUR,..,..,52,50,39,..,..,11,..,..,..,..,..,..,..,..,..,1,1,1,1,..,..,..,..,1,..,..
Swaziland,-26.5,31.5,Refugee population by country or territory of asylum,SM.POP.REFG,SWZ,42074,49569,55580,48889,643,712,575,592,592,616,690,690,653,686,704,760,752,789,775,759,759,759,505,507,515,696,705,..
Sweden,62.0,15.0,Refugee population by country or territory of asylum,SM.POP.REFG,SWE,109663,124470,131073,162402,200791,199212,191171,186725,178795,159513,157220,146491,142193,112167,73408,74915,79913,75078,77038,81356,82629,86615,92872,114175,142207,169520,230103,..
Switzerland,47.0,8.0,Refugee population by country or territory of asylum,SM.POP.REFG,CHE,40943,45622,51930,56586,75295,82943,84413,83203,81903,82298,57653,58494,54113,50144,47678,48030,48523,45653,46132,46203,48813,50416,50747,52464,62620,73336,82608,..
Syrian Arab Republic,35.0,38.0,Refugee population by country or territory of asylum,SM.POP.REFG,SYR,284856,296256,309672,353392,366283,373530,375150,383906,391009,384856,390989,399599,408519,417508,437341,458137,1144572,1955236,1567595,1526575,1501442,1242391,975695,666547,677756,581113,562811,..
Tajikistan,39.0,71.0,Refugee population by country or territory of asylum,SM.POP.REFG,TJK,..,..,3000,300,695,620,1166,2174,3634,4541,15364,15346,3437,3306,1834,1018,929,1133,1799,2679,3131,3323,2248,2048,2026,1969,2719,..
Thailand,15.0,100.0,Refugee population by country or territory of asylum,SM.POP.REFG,THA,99821,88164,63625,119232,100817,106565,107962,169154,138332,100133,104965,110711,112614,119053,121139,117053,133117,125643,112932,105297,96675,89253,84479,136499,130238,108261,106426,..
Timor-Leste,-8.55,125.5167,Refugee population by country or territory of asylum,SM.POP.REFG,TLS,..,..,..,..,..,..,..,..,..,..,..,..,1,3,3,3,3,1,1,1,1,..,..,..,..,..,..,..
Togo,8.0,1.1667,Refugee population by country or territory of asylum,SM.POP.REFG,TGO,3477,3406,3353,3280,12370,10876,12589,12682,11816,12113,12223,12257,12294,12395,11285,9287,6328,1328,9377,8531,14051,19270,23540,20613,21778,21953,12476,..
Tonga,-20.0,-175.0,Refugee population by country or territory of asylum,SM.POP.REFG,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,3,3,..,..,..,..
Trinidad and Tobago,11.0,-61.0,Refugee population by country or territory of asylum,SM.POP.REFG,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,33,37,29,22,18,20,83,113,89,..
Tunisia,34.0,9.0,Refugee population by country or territory of asylum,SM.POP.REFG,TUN,30,130,111,99,19,199,176,506,528,454,436,97,102,99,90,87,93,101,94,92,89,4097,1435,730,901,665,636,..
Turkey,39.0,35.0,Refugee population by country or territory of asylum,SM.POP.REFG,TUR,28000,30462,28477,23267,24927,12841,8166,2446,2528,2815,3103,3472,3301,2490,3033,2399,2633,6956,11103,10350,10032,14465,267063,609938,1587374,2541352,2869379,..
Turkmenistan,40.0,60.0,Refugee population by country or territory of asylum,SM.POP.REFG,TKM,..,..,..,15400,15400,23323,15580,15787,14625,18464,14188,14005,13693,13511,13253,11963,750,125,79,60,62,59,46,45,35,26,26,..
Turks and Caicos Islands,21.75,-71.5833,Refugee population by country or territory of asylum,SM.POP.REFG,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,4,..,..
Tuvalu,-8.0,178.0,Refugee population by country or territory of asylum,SM.POP.REFG,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,1.0,32.0,Refugee population by country or territory of asylum,SM.POP.REFG,UGA,145718,162521,196290,286500,286500,229350,264294,188513,204545,218191,236622,199736,217302,230903,250482,257256,272007,228959,162132,127345,135801,139448,197877,220555,385513,477187,940815,..
Ukraine,49.0,32.0,Refugee population by country or territory of asylum,SM.POP.REFG,UKR,..,..,..,..,5193,5193,3591,4564,6101,2697,2951,2983,2966,2877,2459,2346,2275,7277,7201,7334,3022,3176,2807,2968,3219,3273,3252,..
United Arab Emirates,24.0,54.0,Refugee population by country or territory of asylum,SM.POP.REFG,ARE,..,..,..,433,381,407,464,519,529,501,562,556,163,160,105,104,174,159,209,279,538,677,631,603,417,663,888,..
United Kingdom,54.0,-2.0,Refugee population by country or territory of asylum,SM.POP.REFG,GBR,43632,43371,64726,80230,85160,90909,98577,107933,121716,148922,186248,233389,260687,276522,298844,303181,301556,299718,292097,269363,238150,193510,149799,126055,117234,123067,118913,..
United States,38.0,-97.0,Refugee population by country or territory of asylum,SM.POP.REFG,USA,464887,513882,579952,623069,631051,623294,607024,563837,533969,521143,508222,515853,485171,452548,420854,379340,843498,281219,279548,275461,264574,264763,262023,263662,267222,273202,272898,..
Uruguay,-33.0,-56.0,Refugee population by country or territory of asylum,SM.POP.REFG,URY,87,81,90,138,113,132,138,133,163,87,79,90,99,91,97,121,125,140,145,168,189,174,181,203,272,301,274,..
Uzbekistan,41.0,64.0,Refugee population by country or territory of asylum,SM.POP.REFG,UZB,..,..,..,8000,8001,2627,2900,3159,1071,1014,38350,39579,44936,44682,44455,43950,1415,1054,821,555,311,214,176,141,125,107,26,..
Vanuatu,-16.0,167.0,Refugee population by country or territory of asylum,SM.POP.REFG,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,3,4,4,..,2,2,..,..,..,..
Zambia,-15.0,30.0,Refugee population by country or territory of asylum,SM.POP.REFG,ZMB,138049,140676,142104,141126,141126,129965,131139,165072,168564,206386,250940,284173,246765,226697,173907,155718,120253,112931,83485,56785,47857,45632,25653,23594,25578,26447,29338,..
Zimbabwe,-20.0,30.0,Refugee population by country or territory of asylum,SM.POP.REFG,ZWE,190950,197627,237713,100482,2199,514,595,806,1655,2071,4127,8706,9432,12721,6884,13850,3519,3981,3468,3995,4435,4561,4356,6389,6079,6950,7418,..
Afghanistan,33.0,65.0,Refugee population by country or territory of asylum,SM.POP.REFG,AFG,50,38,60025,32132,19131,19605,18775,5,..,..,..,6,3,22,30,32,35,42,37,37,6434,3009,16187,16863,300423,257554,59770,..
